,0
0,0.000761759664825723
1,0.016151284490961038
2,0.003043142395655396
3,0.0028238698686082753
4,-0.00877356295089593
5,0.003967788134200401
6,-0.014545624619989761
7,-0.016635026103464567
8,-0.005526195130191258
9,0.004173744236835697
10,0.012445024406746885
11,-0.0359691624698667
12,-0.0006932409012131435
13,-0.013081611416679073
14,-0.012953758096098777
15,0.008698306119334642
16,-0.009682299546142303
17,-0.0061106018942865825
18,0.018188338969156614
19,0.008327882051023971
20,0.013548918332210613
21,0.01275233874938464
22,-0.04246681899946514
23,0.003579497854839797
24,-0.019351411514722194
25,-0.0006964686460134706
26,0.00611770779556009
27,-0.013931292813710638
28,-0.024041213508872228
29,-0.00026659557451347293
30,-0.018026666666666635
31,-0.008527047577666647
32,-0.004190632703369057
33,0.0176857276452953
34,-0.015648648648648678
35,-0.017380082919194906
36,0.027411422823292675
37,0.025456226712720076
38,0.004084338947089039
39,-0.016904831083758065
40,-0.02751282946881972
41,-0.0029009531703274583
42,-0.007370462732058658
43,-0.001842340330504788
44,0.022764136696683313
45,-0.02493711035765067
46,0.036960179472798504
47,0.011682622099626894
48,-0.01766907244052396
49,-0.009143105934855456
50,0.03108779831378894
51,0.009082434412039042
52,0.006044449136884289
53,0.007110061655516198
54,-0.016568540613765448
55,0.03364238410596032
56,-0.008739108149666719
57,-0.005946379172160676
58,-0.027074826393404305
59,-0.009784003421727916
60,0.015063981426488793
61,0.012845744680850979
62,0.002547068245674078
63,-0.01830801466736509
64,0.05464101811584543
65,0.008145918186647672
66,-0.007101452912097517
67,0.0024514759401534914
68,-0.0006302785831336921
69,-0.004389505549949435
70,0.004028784270004415
71,-0.0029022082018926865
72,0.012047582890407416
73,0.008027809733406555
74,-0.002629816160964582
75,-0.013855376731922053
76,-0.002320653818989049
77,0.031553398058252524
78,-0.004534313725490291
79,-0.000541671796134402
80,-0.013598403665656567
81,-0.01580879598411633
82,-0.004694478278522096
83,0.009356754965198943
84,-0.00846173276079809
85,0.01581964081008791
86,0.009629852542883066
87,-0.004595131644312023
88,-0.027947598253275086
89,-0.01809780515979975
90,-0.004705882352941226
91,0.0034935644864722004
92,0.012721514017223878
93,-0.018532399390007392
94,0.008637943748024846
95,-0.004986945169712875
96,-0.010548689285995394
97,0.0150104755085263
98,0.0013064039923706972
99,-0.006419121676278006
100,0.006828269033799961
101,-0.007903591830346723
102,0.019035599726560548
103,-0.00110944837194904
104,0.010125274441431076
105,0.01089319047740811
106,0.004350795537905183
107,0.0034000755572345387
108,-0.004216867469879371
109,-0.0147711232103247
110,-0.0037865220283478385
111,0.01774616056294631
112,0.010371192813343644
113,-0.004645354645354538
114,0.005419782205048351
115,0.0074868979286248916
116,0.004087193460490468
117,-0.009645984951276776
118,0.009092267835791201
119,0.017354168209533727
120,0.005653693099097357
121,-0.007117867052720439
122,-0.0012879708383960464
123,0.009222084337056069
124,-0.00807696016973658
125,-0.01062200724338247
126,0.0028498427672956073
127,0.010877021068103954
128,-0.0025930593253198353
129,0.006803216949729185
130,-0.017062045997538466
131,0.0001964154186102629
132,-0.01875398890470814
133,-0.00020013008455488368
134,0.0022769353950857774
135,-0.010909454028010135
136,0.005174154467440628
137,-0.008612680477087298
138,-0.0007345119294869251
139,0.006767546194205831
140,0.01895770392749263
141,4.941565982252705e-05
142,-0.016084002470660885
143,0.0010044194455605115
144,-0.02139775235801722
145,-0.007818307656814794
146,-0.0034361597685113043
147,0.015295673139242405
148,-0.007277277021678685
149,0.01862235711713578
150,-0.012423614968940844
151,0.006596778317565777
152,0.013234098760414481
153,-0.015367645215472958
154,0.0029279967410125174
155,0.006473559950242347
156,0.001387277405034526
157,-0.0010075312964408223
158,0.010816671289175739
159,0.008281366924420164
160,0.013705407946167814
161,0.0020011714174150708
162,-0.003629012616298888
163,-0.004424454276565015
164,0.0036338636810058222
165,0.0034739211273118187
166,-0.0005851089765469553
167,-0.006683904961701681
168,0.014611984282907553
169,0.0
170,0.0017669127435555598
171,4.832318546443837e-05
172,-0.0023194008214544315
173,-0.002881774591950381
174,0.0007771706132362333
175,0.00043681898706537936
176,-0.010551849605821784
177,-0.006079921549399292
178,0.015884761481919973
179,0.010464721021706369
180,-0.0028113511305476457
181,-0.009638554216867434
182,-0.010729927007299356
183,-0.0008362232224107258
184,0.014646153846153753
185,0.0008248423095584823
186,-0.0028845687690890465
187,0.004789109031238636
188,-0.0022258782541372257
189,-0.003952473326867101
190,0.00435766974219165
191,-0.00419332945510964
192,0.010077160869459423
193,0.011880376894715106
194,-0.003095975232198067
195,0.003153368370759635
196,-0.012359497047056522
197,-0.004412509343428406
198,0.002470331799467207
199,0.015872632392732955
200,-0.0004042902328236231
201,-0.004544156832889112
202,0.008580100858009976
203,0.014289099526066273
204,-0.003247435927388187
205,0.004312769548096895
206,-0.004340926064227091
207,0.0052036941540480885
208,0.002774927711967079
209,0.008999372136827777
210,0.006614427287393365
211,0.001076081232685544
212,0.010680633061934008
213,-0.005340453938584844
214,-0.004914116710271976
215,-0.005464231006653053
216,0.003632183908045983
217,-0.008818544138531226
218,-0.0011785640006470866
219,0.007473046133913197
220,0.003444712366517333
221,0.0030438265247738627
222,0.010335858355389416
223,0.002574467604615993
224,-0.0025228066223673684
225,-0.007542397759862651
226,-0.0017292771166579346
227,0.0022109269938230813
228,0.006163293154423544
229,0.009018783481385961
230,0.006653225806451779
231,-0.0004005607850992021
232,0.002448852378726274
233,0.008327966421639355
234,-6.607347370279903e-05
235,-0.0038765665954494377
236,-0.0006633499170812795
237,0.005155437548401309
238,0.002267324117284586
239,0.0006369286859502221
240,-0.006167690956979777
241,0.0093199938161177
242,0.0017942714601431042
243,-0.0061376493458270565
244,-0.009054547052876782
245,-0.0022621423819028097
246,-0.006801813817017832
247,0.008795488116019934
