timestamp,Open,High,Low,Close,Volume
2023-06-21 20:55:58+00:00,4409.5,4409.75,4409.5,4409.5,0.0
2023-06-21 20:55:59+00:00,4409.5,4409.75,4409.5,4409.5,0.0
2023-06-21 20:56:00+00:00,4409.5,4409.75,4409.5,4409.5,0.0
2023-06-21 20:56:01+00:00,4409.5,4409.75,4409.5,4409.5,0.0
2023-06-21 20:56:02+00:00,4409.5,4409.75,4409.5,4409.5,0.0
2023-06-21 20:56:03+00:00,4409.5,4409.75,4409.5,4409.5,0.0
2023-06-21 20:56:04+00:00,4409.25,4409.5,4409.25,4409.5,11.0
2023-06-21 20:56:05+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:06+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:07+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:08+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:09+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:10+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:11+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:12+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:13+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:14+00:00,4409.25,4409.5,4409.25,4409.5,3.0
2023-06-21 20:56:15+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:16+00:00,4409.25,4409.5,4409.25,4409.5,2.0
2023-06-21 20:56:17+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:18+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:19+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:20+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:21+00:00,4409.25,4409.5,4409.25,4409.5,8.0
2023-06-21 20:56:22+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:23+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:24+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:25+00:00,4409.25,4409.5,4409.25,4409.25,4.0
2023-06-21 20:56:26+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:27+00:00,4409.25,4409.5,4409.25,4409.5,2.0
2023-06-21 20:56:28+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:29+00:00,4409.25,4409.5,4409.25,4409.25,4.0
2023-06-21 20:56:30+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:31+00:00,4409.25,4409.5,4409.25,4409.25,5.0
2023-06-21 20:56:32+00:00,4409.25,4409.5,4409.25,4409.25,10.0
2023-06-21 20:56:33+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:34+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:35+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:36+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:37+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:38+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:39+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:40+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:41+00:00,4409.25,4409.5,4409.25,4409.25,4.0
2023-06-21 20:56:42+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:43+00:00,4409.25,4409.5,4409.25,4409.25,2.0
2023-06-21 20:56:44+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:45+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:46+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:47+00:00,4409.25,4409.5,4409.25,4409.25,0.0
2023-06-21 20:56:48+00:00,4409.25,4409.5,4409.25,4409.5,4.0
2023-06-21 20:56:49+00:00,4409.25,4409.5,4409.25,4409.5,7.0
2023-06-21 20:56:50+00:00,4409.25,4409.75,4409.25,4409.5,4.0
2023-06-21 20:56:51+00:00,4409.25,4409.5,4409.25,4409.5,18.0
2023-06-21 20:56:52+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:53+00:00,4409.25,4409.5,4409.25,4409.5,1.0
2023-06-21 20:56:54+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:55+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:56+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:57+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:58+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:56:59+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:57:00+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:57:01+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:57:02+00:00,4409.25,4409.5,4409.25,4409.5,0.0
2023-06-21 20:57:03+00:00,4409.5,4409.75,4409.5,4409.5,18.0
